text,preview
"
      The best decision I ever made      ",
"
      SACNAS goes to Washington      ","
  
      For 42 years, SACNAS has pushed to increase the number of Native Americans and Hispanics in the sciences  
"
"
      2015 ‘Dance Your Ph.D.’ results      ","
  
      The 2015 ‘Dance Your Ph.D.’ winning videos feature thesis work on cellular interactions with tropoelastin, policy networks, and more.  
"
"
      Translational cell biology careers turn on technological savvy      ","
  
      Acquiring skills from various disciplines helps cell biologists advance their research.  
"
"
      An argument for engagement      ",
"
      Elsewhere in Science, 20 November 2015      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      How to win a Nobel Prize      ",
"
      Elsewhere in Science, 9 October 2015      ",
"
      Industry experience as a platform for academic careers      ","
  
      Hear advice from scientists and engineers who have worked in private and public companies and transitioned back into academia.  
"
"
      Help others—and help your career      ",
"
      A new kind of visa ‘creativity’      ",
"
      New guidebook aims to help female postdocs      ",
"
      Elsewhere in Science, 2 October 2015      ",
"
      Science and technology in Central China      ","
  
      Central China is a growing hub for researchers and tech companies to launch exciting projects in science and engineering.  
"
"
      How African-Americans at NASA helped remake the segregated South      ","
  
      A new book explores the connection between the 1960s moonshot and the end of the Jim Crow era in the United States.  
"
"
      After the bombs       ","
  
      A Syrian computer scientist describes her professional life before the war and her efforts to rebuild her career and a future for her family in Europe  
"
"
      When funding is a costly booby trap      ",
"
       Elsewhere in Science, 25 September 2015      ",
"
      How science fairs shaped my career      ",
"
      Scientists should defend, not defund, the humanities      ","
  
      A crisis for the humanities is a crisis for all, our columnist argues  
"
"
      Celebrating National Postdoc Appreciation Week      ",
"
      Elsewhere in Science, 18 September 2015      ",
"
      Effective teaching: to be an effective educator, get active      ","
  
      Evidence-based teaching strategies are changing how some faculty shape their courses.  
"
"
      My trek back to science      ",
"
      Bounce back to stay in the game      ","
  
      The resilience that scientists learn from conducting research should also be applied to the job search  
"
"
      Advising communication	      ","
  
      A list of best practices for the adviser-advisee relationship emphasizes the importance of effective communication  
"
"
      Elsewhere in Science, 11 September 2015      ",
"
      Nice to know you      ",
"
      An academic 'poaching' lawsuit from a scientist who didn’t move      ","
  
      North Carolina universities sued for agreement to not hire each other’s employees  
"
"
      Where the jobs are      ","
  
      Hidden opportunities uncovered through networking are the key to career success, a new book argues.  
"
"
      How (not) to fail in your Ph.D. studies      ","
  
      You can avoid common mistakes—if you are cognizant of them  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Elsewhere in Science, 31 July 2015      ",
"
      Grad students behaving badly      ","
  
      Our esteemed columnist warns against some of the common offenses that grad students have been known to commit  
"
"
      Why not have a life?      ",
"
      The value—and risk—of activism       ",
"
      Countering gender bias at conferences      ","
  
      Female speakers are underrepresented at some conferences, but a vocal group of advocates is working to address the problem.  
"
"
      Proposed Chinese legislation could hamper international collaboration      ","
  
      Law would require government approval and sponsors for international researchers to work in China  
"
"
      Elsewhere in Science, 24 July 2015      ",
"
      Songwriting and science      ",
"
      Journeying back in time with ancient DNA      ","
  
      Three young researchers establish careers in the exciting field of ancient DNA.  
"
"
      Ace your video interview      ","
  
      Video screening interviews are now a major ingredient of the hiring process.  
"
"
      Another report urging reform for biomedical workforce training      ",
"
      Calling on all academics to stand up for academic freedom      ","
  
      A new report highlights the use of violence, coercion, and threats to silence scholars around the world  
"
"
      Elsewhere in Science, 17 July 2015      ",
"
      The space roboticist	      ","
  
      Vandi Verma is one of the few people in the world qualified to drive on Mars.  
"
"
      Cold emails and hot coffee, part 4      ","
  
      So you’ve researched alternative career options, sent cold emails, and gone on informational interviews. What's next?  
"
"
      Balancing career and family      ","
  
      An increasing number of scientists—men and women—aim to succeed both at work and at home.  
"
"
      Putting women at the controls at NASA      ","
  
      NASA offers a model for encouraging and supporting women in the sciences  
"
"
      Elsewhere in Science, 10 July 2015      ",
"
      Getting noticed is half the battle      ",
"
      Taking the road less traveled      ","
  
      Pursuing controversial or unconventional research ideas can carry serious professional and personal risks.  
"
"
      Harnessing computer power to understand biology       ","
  
      An ability to combine computation and experimentation recently won systems biologist Sarah Teichmann an EMBO Gold Medal  
"
"
      HIV researcher found guilty of research misconduct sentenced to prison      ","
  
      Dong Pyou Han, who already resigned from his academic position and was sanctioned by the Office of Research Integrity, was sentenced to 57 months and fined $7.2 million  
"
"
      Biodiversity researcher becomes first female president of Mauritius      ","
  
      After 25 years studying the plants of her native island, Ameenah Gurib-Fakim unexpectedly became its president  
"
"
      Cold emails and hot coffee, part 3      ","
  
      Once you’ve made new connections, it’s time to contact them in person and set up an informational interview.  
"
"
      A hidden start      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Dear Dr. Neufeld      ","
  
      Every day, professors receive e-mails from students seeking graduate positions in their labs. Most are badly written. Here’s how to write a good one  
"
"
      FOR the good of science      ",
"
      Economists: H-1B visas suppress wages      ",
"
      A broader focus on academic lab safety      ",
"
      Too many languages      ",
"
      Elsewhere in Science, 01 May 2015      ",
"
      From war to science paradise      ",
"
      A time limit on postdoctoral contracts: The French experience      ",
"
      Two LSU physics doctoral students drown in  Baton Rouge swimming pool       ",
"
      Updated: Sexist peer-review comments draw outrage       ",
"
      Women have a hiring advantage in the scientific stratosphere      ","
  
      A widely reported study says women are preferred in faculty hiring—but it doesn’t say bias isn’t a problem at other key career points.  
"
"
      NIH needs your advice      ","
  
      NIH and one of its institutes are seeking feedback on issues that encompass the future and sustainability of the biomedical research workforce  
"
"
      Ivy League graduate students push for unionization      ","
  
      Harvard is the latest to join the movement, following Yale and Columbia  
"
"
      Entering editing      ",
"
      Elsewhere in Science, 24 April 2015      ",
"
      Academic integrity and copyright law entangled in legal case      ",
"
      To work or not shouldn't be a question      ",
"
      How not to apply to grad school      ","
  
      For the benefit of all of you applying to science graduate programs, our columnist confesses his mistakes in the hopes that you can avoid following in his footsteps  
"
"
      How to present a disability during recruitment      ","
  
      Scientists who approach the job search strategically can turn apparent disabilities to their advantage  
"
"
      Do you want fries with that?      ","
  
      Across the United States, part-time faculty members joined the national protest for a living wage  
"
"
      Minority Ph.D. students: Where do they go?      ","
  
      A report from the Council of Graduate Schools details outcomes for underrepresented minority students in STEM doctoral programs  
"
"
      Fallout from a gutless adviser      ",
"
      Elsewhere in Science, 17 April 2015      ",
"
      Your self-promotion balancing act      ",
"
      Charting the careers of European researchers      ","
  
      The European charter and code of conduct have been around for 10 years. What have they done to improve scientists' lives?  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Training for synthetic biology jobs in the new bioeconomy       ","
  
      Young scientists interested in helping industry harness the potential of synthetic biology must prepare now  
"
"
      ‘Underrepresented’ is an understatement for minority faculty members      ",
"
      Editor’s note      ",
"
      Elsewhere in Science, 29 May 2015      ",
"
      Feeling stuck      ","
  
      For aspiring scientists, not knowing their career options can be a major source of anxiety.  
"
"
      All in the family      ","
  
      Husband and wife scientists discuss their different experiences traveling similar paths  
"
"
      Report: U.K. postdocs need more skills      ",
"
      A doctoral defense delayed by injustice—for 77 years      ",
"
      Elsewhere in Science, 22 May 2015      ",
"
      Playing the field      ",
"
      It's time to 'Dance Your Ph.D.'       ","
  
      Show us your graduate work … in dance form!  
"
"
      Dr., No: Science career roadblocks      ","
  
      Our columnist lists and describes the most common roadblocks faced by those pursuing science careers  
"
"
      Understanding the science policy landscape      ","
  
      Young scientists who wish to influence government policy must become familiar with where and how policy advice is given  
"
"
      Starting a national conversation in Michigan      ",
"
      My adviser is clipping my wings!      ",
"
      Elsewhere in Science, 15 May 2015      ",
"
      Accounting for career breaks      ",
"
      Give industry managers what they want      ",
"
      Depression afflicts almost half of STEM graduate students at UC Berkeley      ","
  
      Report of survey results highlights challenges to graduate student well-being  
"
"
      Advice to a young scientist       ","
  
      In spite of the pressure to succeed, young scientists must never lose sight of why they do science in the first place  
"
"
      What well-dressed riffraff are wearing this season      ","
  
      Future of Research is selling T-shirts, with proceeds going to operating costs for the organization’s 2015 Boston meeting  
"
"
      Should I sue?      ",
"
      Elsewhere in Science, 08 May 2015      ",
"
      The making of a science evangelist      ",
"
      Treading a different track      ","
  
      Scientists with a love of teaching can find satisfaction in academia without tenure  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Choosing your postdoc position      ","
  
      Of all the decisions that academics must make during their careers, choosing a successful postdoc position is probably one of the most important  
"
"
      Leaving science for science writing      ","
  
      At The Open Notebook, Julia Rosen describes her transition via a lovely metaphor  
"
"
      You can help rescue biomedical research      ",
"
      Elsewhere in Science, 26 June 2015      ",
"
      The globalization of universities and science in Southern China      ","
  
      Institutions across Guangdong Province are expanding their scientific collaborations and recruitment efforts internationally.  
"
"
      Cold emails and hot coffee, part 2      ","
  
      To build your network from zero, seek new connections and offer them real value.  
"
"
      Thesis adviser horror stories      ","
  
      In which our esteemed columnist catalogs the miseries our bosses have been known to inflict upon their underlings  
"
"
      What happens after a retraction?      ","
  
      Retractions, whether for honest error or misconduct, diminish future citations to researchers’ old papers by 10% to 20%, a study says  
"
"
      What to expect while job hunting      ","
  
      An essay at Vitae tells those going on the academic job hunt what they can expect.  
"
"
      A chance to learn innovation      ","
  
      A fellowship offers graduate students exposure to the world of entrepreneurship and venture investing.  
"
"
      Elsewhere in Science, 19 June 2015      ",
"
      Cold emails and hot coffee: Take action on your career      ","
  
      The first in a four-article series about the Active Career Exploration plan for career development  
"
"
      Who’s in your tribe?      ",
"
      Multiferroics and me       ","
  
      Nicola Spaldin pioneered a revolution in the field of multiferroics by pursuing her “most interesting question,” no matter the odds  
"
"
      Your ‘best chance’ of winning a Nobel Prize      ","
  
      Nobel laureate Shinya Yamanaka doesn’t know what young scientists should do to win the prize, but he’s sure it’s important to be innovative and unique  
"
"
      Elsewhere in Science, 12 June 2015      ",
"
      You'll be OK      ",
"
      Your thesis, in 3 minutes       ","
  
      If you think writing your thesis is challenging, try explaining your project to a lay audience in 180 seconds  
"
"
      Aligning career expectations with academic reality       ","
  
      More tenured employment opportunities must be given to young scientists, but they also ought to recalibrate their career expectations, a new report says  
"
"
      Thriving in the face of career uncertainty      ","
  
      Nobel laureate Richard J. Roberts shares his thoughts on how to build a career in scientific research  
"
"
      The health of those who study health      ","
  
      The physical and mental well-being of academic biomedical researchers should not be neglected.  
"
"
      Elsewhere in Science, 05 June 2015      ",
"
      From physics to revolution and back      ",
"
      Better advice for ‘Bothered’      ",
"
      A different kind of postdoc experience      ","
  
      Postdocs in industry explore opportunities that aren’t available in academe.  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      A union contract for NYU’s graduate assistants       ",
"
      You have a good mind—use it!      ",
"
      Elsewhere in Science, 13 March 2015      ",
"
      Educating outside the classroom      ","
  
      Scientists with advanced degrees can transition to informal education—if they have the right skills  
"
"
      Large lectures 101      ","
  
      From a specialist on teaching large classes, we present a prescription for teaching several hundred students at a time, efficiently and effectively  
"
"
      Into the wild      ",
"
      The Conference Board: Ads plunge for petroleum-based jobs      ","
  
      As oil prices drop, a once red-hot employment market cools  
"
"
      Careers in drug science      ",
"
      Elsewhere in Science, 6 March 2015      ",
"
      Postdocs discuss proposals for change      ",
"
      Oh the humanities!      ",
"
      What’s the purpose of a scientific career?      ","
  
      Research shows that many members of groups underrepresented in academic science seek careers that express values beyond pure research.  
"
"
      Staffing labs for optimal productivity      ",
"
      The employment picture is improving for STEM majors      ",
"
      Body art and gratuitous displays      ",
"
      Elsewhere in Science, 27 February 2015      ",
"
      Leadership training for early career researchers      ","
  
      Formal programs within academia are providing career advancement training for young scientists.  
"
"
      How to p*ss off a scientist      ","
  
      Scientists aren’t angrier than the general population, but different triggers make us mad  
"
"
      Following up on a call for reform      ",
"
      UPDATED: A scientist saint?      ","
  
      French geneticist Jérôme Lejeune may have missed out on the Nobel Prize, but now he’s nominated for an even higher honor  
"
"
      I’m all out of love for research      ",
"
      Barriers for women of color in science        ",
"
      Elsewhere in Science, 20 February 2015      ",
"
      A career's twisting road      ",
"
      Three rules for powerful questions      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Help solve the mystery of the disappearing Ph.D.s      ","
  
      A new survey aims to find out where science Ph.D. recipients work  
"
"
      You are ready for your close-up      ",
"
      STEM study: Women twice as likely to be hired as comparably qualified men      ",
"
      The marginal people      ",
"
      Elsewhere in Science, 10 April 2015      ",
"
      Learning to lead       ","
  
      A conference organized by students and postdocs introduces young scientists to the culture of biotech and the challenges of working in the field.  
"
"
      En pointe       ","
  
      Lina Colucci—a musician, ballerina, and mechanical engineer—thrives on combining her passions  
"
"
      Eroding benefits for UMD postdocs? [REVISED]      ","
  
      Proposed changes in how the University of Maryland classifies postdocs illustrate the pressures that lead universities to train postdocs in ever-larger numbers  
"
"
      Biologist. Engineer. Brewer.      ","
  
      Developing equipment at Starbucks and earning a biochemistry Ph.D. helped Tom Schmidlin achieve his beer-brewing dreams  
"
"
      Inundated      ",
"
      Elsewhere in Science, 3 April 2015      ",
"
      Activate your cancer immunotherapy career      ","
  
      This exploding field offers opportunities for basic and translational research in academia and industry  
"
"
      Junior Max Planck researchers win reforms      ","
  
      Regardless of their legal status, junior researchers are professionals who should enjoy full social security benefits and employment protections  
"
"
      A career is like a love affair       ","
  
      Like a relationship, says former ACS CEO Madeleine Jacobs, a career must be rich and rewarding and provide an environment in which you can grow and learn  
"
"
      Stay focused      ",
"
      Elsewhere in Science, 27 March 2015      ",
"
      Pro-science stimulus to revitalize Japan’s R&D      ","
  
      Japan is striving to expand its scientific opportunities and connect globally.  
"
"
      What do deans even do?      ","
  
      In considering what career to pursue, have you considered the administrative track? Me neither  
"
"
      Do not meddle in the affairs of dragons      ",
"
      A new award for junior faculty      ","
  
      Funded by three philanthropies, the program will be open to researchers 4 to 10 years beyond training  
"
"
      Senate committee hears voices of STEM workers      ","
  
      Under Republican leadership, a Senate committee on high-skill guest worker visas focuses on outsourcing and job losses, not the need for more high-skill workers  
"
"
      Elsewhere in Science, 20 March 2015      ",
"
      A networking encounter      ",
"
      Having a ball in science       ","
  
      In Vienna, networking should look easy even when it’s hard  
"
"
      Disability as a difference of perspective      ","
  
      Ken O’Neill, who is deaf, offers advice on how to present a disability when applying for a job  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Teaming up against tsunamis      ",
"
      Origin stories of the scientists      ","
  
      Or how a trip to Walt Disney World tricked me into becoming a scientist  
"
"
      Secrets to thriving in graduate school      ","
  
      A postdoc offers tips on navigating the pothole-riddled road to Ph.D. glory  
"
"
      Following the birdsong of science      ","
  
      Erich Jarvis’s upbringing during the civil rights movement helped provide the tools for success as he pursued studies of human languages and songbirds  
"
"
      Elsewhere in Science, 16 January 2015      ",
"
      A European postdoc for the family      ",
"
      The funny thing about wanting something badly      ",
"
      What happens when you add a lot more STEM majors?      ","
  
      An analysis of a 1960s Italian experiment shows that STEM-workforce expansion can have unintended consequences  
"
"
      Divvying it up       ","
  
      By staying balanced, focused, and organized, Lesley Yellowlees has risen through the ranks while maintaining a vibrant family life  
"
"
      NIH takes another step in recognizing same-sex marriage      ","
  
      The agency continues working to equalize treatment for same-sex and opposite-sex spouses  
"
"
      Elsewhere in Science, 9 January 2015      ",
"
      My metamorphosis      ",
"
      The not-quite-stated, awful truth      ","
  
      The National Academies’ new report details why doing a postdoc is generally a bad idea.  
"
"
      Tiziana Rossetto, an epicenter of tsunami research       ",
"
      Making the world better, from industry      ",
"
      Help me change my field      ",
"
      Elsewhere in Science, 2 January 2015      ",
"
      My liberation through science      ",
"
      Science Careers 2014: The year’s best stories      ","
  
      The best and most popular stories of the year, as chosen by readers and editors  
"
"
      Pure, stupid luck       ","
  
      Sure, luck plays a role in science—but that shouldn’t mean that to succeed, you have to get lucky  
"
"
      U.K. Royal Society: Universities must be honest with grad students      ",
"
      Science Careers’ Person of the Year: Shirley M. Tilghman      ","
  
      The former Princeton University president has been fighting for the interests of early-career scientists for more than 20 years.  
"
"
      Elsewhere in Science, 19 December 2014      ",
"
      Breakthrough of the Year: Hitchhiking to 67P/Churyumov-Gerasimenko      ",
"
      For the love of ferns      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      The Brilliant Club      ","
  
      In The Brilliant Club, Amina Yonis found an opportunity to help level the playing field for students from disadvantaged backgrounds  
"
"
      Follow your star      ","
  
      Theoretical physicist Ulf Leonhardt advises early-career scientists to think more about their work and less about their careers  
"
"
      Public engagement: Balancing altruism and self-interest       ","
  
      Scientists believe they should engage in public debates, but they see little career benefit.  
"
"
      Grant proposal budgeting 101      ","
  
      Budgets may not be glamorous, but they’re crucial for proposal success  
"
"
      Who you calling 'alternative' ?      ","
  
      At the AAAS meeting in San Jose, Ph.D.s working outside research share their experiences  
"
"
      Elsewhere in Science, 13 February 2015      ",
"
      Elitism in the academy      ","
  
      A new study quantifies the challenge of moving up the ladder of institutional prestige.  
"
"
      Starting up a career      ",
"
      Small bias, big difference      ","
  
      A new simulation finds that just a little bias in peer review can have big consequences  
"
"
      A call to serve science      ","
  
      A new NSF funding supplement aims to support military veterans in graduate school  
"
"
      Better late than never       ",
"
      Elsewhere in Science, 6 February 2015      ",
"
      The paradox of job creation      ","
  
      A reanalysis of an oft-repeated claim highlights the need for better understanding of job creation.  
"
"
      The science of schmoozing      ","
  
      How one geoscientist built a career using data, charisma, and connections  
"
"
      Workforce ‘smoke and mirrors’ down under      ","
  
      In Australia, too, prognostications of imminent science-related workforce shortages are unreliable  
"
"
      Another funny thing happened on the way to the STEM shortage      ",
"
      Time for a new mission?       ",
"
      Elsewhere in Science, 30 January 2015      ",
"
      Faculty: Making your research count      ","
  
      Faculty members don't usually get formal training in research program management, but that might be changing.  
"
"
      An education that closed doors      ",
"
      Scientists under the microscope      ","
  
      In an era when scientists are increasingly exposed, they need to be careful to distinguish between scientific criticism and personal attacks  
"
"
      Baring it all      ","
  
      Experiments to decrease secrecy in scientific research have many benefits, but investigators must also be aware of the risks  
"
"
      Renewing Nutley’s storied precincts      ",
"
      Science or the family business?       ",
"
      Elsewhere in Science, 23 January 2015      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Elsewhere in Science, 21 November 2014      ",
"
      The road to Ebola      ","
  
      For scientists conducting basic research on the Ebola virus, evolving priorities are a way of life  
"
"
      Seeking social scientists      ",
"
      Robert Langer: Creating things that could change the world      ","
  
      A leading scientist-entrepreneur offers advice on careers and starting a business  
"
"
      Improper contact      ",
"
      Elsewhere in Science, 14 November 2014      ",
"
      Biosystems nanotechnology: Big opportunities in the science of the small      ","
  
      By combining engineering and biology, scientists are cultivating career opportunities around the world.  
"
"
      The point of it all      ","
  
      A trip to Abu Dhabi reminded Ph.D. student Joseph Swift that it's not the career that really matters; it's the science and its applications  
"
"
      One foot in academia, the other in industry      ","
  
      Jyoti Mishra’s unusual postdoc allowed her to connect basic science with its potential applications  
"
"
      Skill shortage or ineffective hiring?      ",
"
      Reflections of a woman pioneer      ",
"
      Call me by my name      ",
"
      Elsewhere in Science, 7 November 2014      ",
"
      Is academic science sexist?      ",
"
      Postdocs speak up      ","
  
      As many senior scientists dither and protect the status quo, postdocs organize a conference to take matters into their own hands.  
"
"
      Why networking feels so ‘icky’      ","
  
      Networking feels “icky” when you feel like you’re exploiting other people for personal gain  
"
"
      Packaging workforce data for public consumption      ","
  
      A new resource from the National Science Board makes data more accessible, but it also gives it a spin  
"
"
      Lab romance      ",
"
      Elsewhere in Science, 31 October 2014      ",
"
      Investments boost neurotechnology career prospects      ","
  
      High-profile advances have injected an air of excitement into the study of the brain, opening opportunities for scientists with a knack for technology development, programming, and engineering.  
"
"
      On the ground in Sierra Leone      ","
  
      The Ebola epidemic demonstrates West Africa's urgent need for scientists, today and for the future  
"
"
      A union contract gives Tufts adjuncts ‘unheard-of’ rights      ",
"
      On technology transfer and kitten piles      ",
"
      Where do postdocs go?      ",
"
      Should I join an NIH study section?      ",
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Yes, you can attend that career event, says the U.S. government      ",
"
      Study: Women and minorities less interested in academic research careers      ",
"
      Don’t waste my time      ",
"
      Elsewhere in Science, 12 December 2014      ",
"
      Exploring the frontiers of science in Western China      ","
  
      Scientific career opportunities are materializing across China. Here’s a look at what’s happening in the western region.  
"
"
      Making science a desirable career      ",
"
      More science doctorates, fewer post-doctorate science jobs      ",
"
      The National Academies revisit the postdoc experience      ",
"
      New postdoc report covers familiar ground      ",
"
      'Age is an advantage'      ","
  
      Einstein was wrong: You can make a difference in science after 30  
"
"
      Rehabilitation science      ",
"
      Careers in fast-forward, part 3      ",
"
      Elsewhere in Science, 5 December 2014      ",
"
      Finally free      ","
  
      Sometimes the things you struggle with the most end up making you who you are.  
"
"
      Paradigms and prejudice      ",
"
      The Paula T. Hammond Lab      ","
  
      Finding tenured jobs is no easier for chemical engineers, but the pressure is relieved by the steady stream of industry jobs  
"
"
      My adviser is stealing my project!      ",
"
      Elsewhere in Science, 28 November 2014      ",
"
      What do young scientists want?      ","
  
      A postdoc-organized conference in Boston yields a consensus statement on “what the postdocs are worried about”  
"
"
      The E.U.’s recipe to create jobs: Innovate       ","
  
      The new funding initiative supports areas in which Europe shows strong competence and creates new opportunities for scientists  
"
"
      The never-ending Ph.D.      ","
  
      The worst part of grad school, writes our columnist, is that you can’t predict when it’s going to be over  
"
"
      Federal judge: Workers can challenge OPT extension      ","
  
      A federal judge says that tech workers can challenge a Bush-era immigration order that allows foreign STEM students to work an extra 19 months  
"
"
      Winners and losers from President Obama’s immigration plan      ",
"
      Hunkering down      ",
"
      The winding road      ","
  
      After more than 3 decades in science, Ranjan Mukherjee is moving on.  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      The state(s) R&D is in      ","
  
      Science jobs are concentrated in areas where R&D spending is highest—and R&D spending is concentrated in just a few areas  
"
"
      Getting hired at a liberal arts college      ","
  
      Serious but accessible research and an ability to inspire younger students are among the keys to getting hired at an undergraduate-focused institution  
"
"
      When women have it all      ","
  
      A young faculty member argues that it is, indeed, possible for a woman (or a man) to ‘have it all.’  
"
"
      Fighting to study physics      ","
  
      After being rejected, a blind student wins admission to the physics program at the Aristotle University of Thessaloniki in Greece  
"
"
      Is ResearchGate Facebook for science?      ",
"
      The transferrable postdoc      ","
  
      Now more than ever, postdocs need a broad range of beyond-the-bench skills to stay competitive.  
"
"
      Elsewhere in Science, 22 August 2014      ",
"
      Science and childbirth, the second time around      ",
"
      Playing a new tune      ","
  
      Igor Lovchinsky, who has already had a notable career as a professional pianist, is now directing his energy toward physics  
"
"
      International scholars: Suffering in silence       ","
  
      Visa anxieties and communication barriers can keep international researchers from speaking up about workplace conflicts and other problems  
"
"
      Equally productive women are tenured less      ","
  
      A new study shows that in computer science, sociology, and English, productivity differences can’t explain discrepancies in tenure rates  
"
"
      Elsewhere in Science, 15 August 2014      ",
"
      Nearly 40 percent of women leave engineering      ",
"
      Outside my comfort zone      ",
"
      New initiatives offer child-care solutions to traveling scientists       ","
  
      Some professional societies, funders, and institutions are seeking solutions to the conference child-care problem  
"
"
      Telephone technique, part two      ",
"
      To get noticed, boost your CV      ","
  
      There's no point in actively trying to get headhunted, but that doesn't mean you can't try to develop the qualities that people who do get recruited possess  
"
"
      Elsewhere in Science, 8 August 2014      ","
  
      Change of plans for Russia-bound scientists … Story Landis retires … STAP-cell suicide … astronauts and sleep … Working Life … bumblebees and discovery  
"
"
      Ph.D.s, come out of the closet!      ","
  
      Data show that only a small percentage of Ph.D. scientists will receive tenure-track positions, so where does that leave the rest?  
"
"
      Waltz to excellence       ","
  
      A new study suggests that there is no single way to achieve success in science  
"
"
      Writing a winning cover letter      ","
  
      For a cover letter to be effective, it must avoid doing harm, show what sets you apart, and be tailored to the institution you send it to  
"
"
      Addressing the deeper cause of safety incidents       ","
  
      A lab explosion at the University of Minnesota, Twin Cities, shows that when it comes to safety, good intentions are only a start  
"
"
      A Real Scientist Shortage      ","
  
      With the debut of a new kit, LEGO aims to fix the scientist shortage on toy shelves  
"
"
      Gaining an edge in overseas interviews      ","
  
      Interviewing for a job in a foreign country poses special challenges  
"
"
      C is for citations      ","
  
      Your last name influences your citation potential, a study says  
"
How to keep a lab notebook,
Grad student unions dealt blow as proposed new rule says students aren’t ‘employees’,
What do we know about Ph.D. scientists’ career paths?,
Three lessons from industry that I’m taking back to academia,
"
      Elsewhere in Science, 1 August 2014      ",
"
      Using a federal stick to enforce lab safety      ","
  
      Why don’t federal funders demand safe academic labs?  
"
"
      Scrutinizing NSF research       ","
  
      Rachael Allbritten and Aaron Manka started off pursuing academic research careers, but they ended up investigating research crimes  
"
"
      Puncturing a fantasy      ","
  
      The key to attracting young people into science is vibrant and visible opportunity  
"
"
      The Stressed-Out Postdoc      ","
  
      The postdoc period is stressful, but there are some things postdocs can do to stay healthy and focused  
"
"
      Elsewhere in Science, 25 July 2014      ",
"
      Academic Science, I Just Can’t Quit You      ",
"
      Bringing Science to the Stage       ","
  
      A Spanish couple tells how they became scientists by day and socially committed actors by night.  
"
"
      Happy Thoughts May Help Postdocs Handle Stress      ","
  
      An article in the journal Stress and Health is one of the first to study the mental health of postdocs  
"
"
      Elsewhere in Science, 18 July 2014      ",
"
      Tell the Negative Committee to Shut Up      ",
"
      Better Recognition for Multidisciplinary Research      ","
  
      Funding bodies and research institutions need to give multidisciplinary research more respect, says an opinion paper from Science Europe  
"
"
      Telephone Technique, Part One      ","
  
      Professional-level telephone technique can get you hired.  
"
"
      Investigating Research Crimes      ","
  
      As an institution’s chief detective for enforcing research ethics, the research integrity officer must blend investigative, bureaucratic, and scientific skills  
"
"
      Warning: Sastrugi Crossing      ","
  
      For meteorologist Elena Stautzebach and the rest of the overwintering staff, finding adventure is part of the daily routine  
"
"
      Elsewhere in Science, 11 July 2014      ","
  
      NCATS success … Scripps merger talks end … good news and bad news in India … clandestine review ring revealed … brain boycott … early independence … HIV/AIDS  
"
"
      What Are You Likely to Do With That Major?      ","
  
      A data visualization tool from the U.S. Census Bureau connects college majors to the occupational groups they populate  
"
"
      Knocking HIV on the Head       ","
  
      Australian postdoc Lachlan Gray is working at the crossroads of virology and neurology to combat HIV brain infection  
"
"
      Should Science Students Study Gender?      ","
  
      In Academe, Carol Colatrella argues that scientists can benefit from more insight into how gender impacts professional interactions and career outcomes  
"
"
      The Landmark Patrick Harran Case Ends Inconclusively      ","
  
      The legal struggle arising from the death of Sheharbano “Sheri” Sangji leaves a major question unresolved  
"
